Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
40094,PVDataNet,Frankfurt,2022-02-13T15:27:45.564985Z,229.9869320376853,25.925,10000000,5000000,,188.98.69.121
18613,TelemaxX Telekommunikation GmbH,Karlsruhe,2022-03-03T18:49:28.491528Z,71.0100432941632,19.312,10000000,5000000,,84.56.169.184
