Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
18613,TelemaxX Telekommunikation GmbH,Karlsruhe,2022-03-19T20:49:28.491528Z,71.0100432941632,19.312,700000000,70000000,,84.56.169.184
